,Amount
26446,63.75
26447,148.95
26448,13.86
26449,1.0
26450,231.98
26451,1.78
26452,1.29
26453,0.76
26454,17.95
26455,10.0
26456,4.85
26457,157.25
26458,124.0
26459,55.5
26460,119.0
26461,348.0
26462,5.3
26463,14.0
26464,89.46
26465,12.99
26466,1.0
26467,88.0
26468,5.99
26469,1.0
26470,110.9
26471,151.94
26472,40.03
26473,12.31
26474,8.99
26475,105.0
26476,38.9
26477,25.26
26478,19.99
26479,141.09
26480,292.96
26481,88.6
26482,7.34
26483,519.39
26484,35.85
26485,113.39
26486,47.9
26487,51.64
26488,89.9
26489,12.6
26490,7.83
26491,1.0
26492,5.99
26493,2.69
26494,84.85
26495,164.49
26496,15.0
26497,45.0
26498,139.0
26499,205.75
26500,20.0
26501,58.02
26502,10.0
26503,38.37
26504,319.62
26505,15.0
26506,24.89
26507,5.95
26508,0.77
26509,92.27
26510,0.89
26511,44.95
26512,1.0
26513,26.73
26514,15.0
26515,4.0
26516,73.28
26517,120.29
26518,749.57
26519,23.59
26520,1.0
26521,162.7
26522,1.79
26523,83.0
26524,49.9
26525,39.65
26526,0.76
26527,52.9
26528,260.32
26529,1.98
26530,31.35
26531,206.1
26532,5.99
26533,29.99
26534,6.0
26535,25.0
26536,1.98
26537,13.0
26538,47.9
26539,27.8
26540,9.99
26541,9.99
26542,500.0
26543,79.0
26544,3.95
26545,4.99
26546,1.0
26547,0.0
26548,16.45
26549,23.0
26550,987.0
26551,15.84
26552,42.04
26553,10.62
26554,20.99
26555,57.81
26556,0.99
26557,252.0
26558,0.81
26559,58.2
26560,601.0
26561,99.9
26562,1.0
26563,24.99
26564,43.17
26565,149.9
26566,170.13
26567,24.99
26568,0.89
26569,45.0
26570,9.87
26571,300.24
26572,2.05
26573,3.3
26574,482.92
26575,238.0
26576,500.0
26577,66.58
26578,6.49
26579,1.78
26580,4.99
26581,49.77
26582,16.7
26583,986.33
26584,4.95
26585,15.0
26586,503.78
26587,47.89
26588,2.15
26589,9.6
26590,52.5
26591,6.0
26592,1.0
26593,2.85
26594,32.87
26595,50.0
26596,1.98
26597,20.47
26598,1.0
26599,144.0
26600,12.0
26601,28.0
26602,208.0
26603,1.0
26604,7.1
26605,1.0
26606,37.91
26607,15.99
26608,1.0
26609,103.03
26610,3.7
26611,9.99
26612,1.0
26613,3.79
26614,26.43
26615,19.99
26616,1.29
26617,79.0
26618,0.89
26619,9.83
26620,25.0
26621,4.99
26622,4.44
26623,1.79
26624,110.91
26625,30.0
26626,22.0
26627,119.0
26628,125.0
26629,13.25
26630,0.76
26631,1.39
26632,0.75
26633,1.98
26634,1.18
26635,181.7
26636,5.49
26637,11.5
26638,73.42
26639,38.42
26640,1.0
26641,592.5
26642,13.2
26643,16.0
26644,66.67
26645,76.32
26646,3.36
26647,2.99
26648,188.0
26649,59.0
26650,24.65
26651,17.99
26652,85.0
26653,22.99
26654,4.91
26655,53.46
26656,0.89
26657,16.8
26658,0.77
26659,47.96
26660,7.6
26661,1.18
26662,110.0
26663,10.62
26664,0.77
26665,31.0
26666,39.99
26667,218.88
26668,34.66
26669,1.29
26670,25.0
26671,200.51
26672,0.77
26673,4.8
26674,2.49
26675,182.29
26676,19.03
26677,12.0
26678,14.99
26679,119.32
26680,9.99
26681,90.0
26682,235.0
26683,1.29
26684,1.0
26685,0.0
26686,104.99
26687,75.0
26688,24.99
26689,10.08
26690,20.73
26691,1.98
26692,60.4
26693,69.95
26694,14.18
26695,19.71
26696,17.5
26697,16.09
26698,68.0
26699,6.0
26700,267.1
26701,1.29
26702,29.56
26703,24.99
26704,1.0
26705,487.92
26706,0.99
26707,7.58
26708,38.18
26709,0.99
26710,212.0
26711,12.61
26712,3.87
26713,4.49
26714,93.85
26715,59.14
26716,9.99
26717,2.68
26718,0.89
26719,14.28
26720,1.0
26721,1.49
26722,20.92
26723,20.81
26724,1.98
26725,189.98
26726,28.0
26727,15.95
26728,632.35
26729,7.48
26730,376.14
26731,5.78
26732,31.0
26733,69.0
26734,88.36
26735,70.21
26736,152.0
26737,14.86
26738,34.9
26739,5.99
26740,4.92
26741,74.99
26742,1.0
26743,16.99
26744,44.0
26745,34.29
26746,477.0
26747,1.0
26748,71.55
26749,11.5
26750,31.9
26751,699.36
26752,9.99
26753,18.93
26754,4.49
26755,34.0
26756,11.99
26757,12.1
26758,0.89
26759,4.49
26760,60.0
26761,33.99
26762,17.99
26763,63.77
26764,154.0
26765,358.0
26766,1.78
26767,0.76
26768,160.5
26769,29.0
26770,51.0
26771,9.2
26772,122.98
26773,0.89
26774,4.78
26775,99.99
26776,12.5
26777,5.0
26778,51.98
26779,328.94
26780,0.76
26781,104.7
26782,75.0
26783,5.0
26784,26.99
26785,4.8
26786,69.99
26787,14.99
26788,37.82
26789,9.99
26790,34.95
26791,44.0
26792,24.8
26793,143.5
26794,90.0
26795,85.0
26796,27.35
26797,4.99
26798,1.98
26799,1.27
26800,32.53
26801,91.28
26802,15.08
26803,68.0
26804,83.9
26805,18.5
26806,11.5
26807,3.59
26808,19.95
26809,4.29
26810,1.0
26811,48.74
26812,1.0
26813,19.95
26814,1.0
26815,12.9
26816,431.02
26817,10.0
26818,9.48
26819,5.99
26820,22.08
26821,30.0
26822,12.2
26823,1.0
26824,26.16
26825,35.0
26826,9.99
26827,5.49
26828,67.7
26829,1.98
26830,56.84
26831,164.72
26832,35.0
26833,1.79
26834,12.95
26835,3.17
26836,45.48
26837,44.0
26838,5.27
26839,17.02
26840,8.99
26841,44.97
26842,500.0
26843,8.99
26844,1993.32
26845,61.99
26846,1.98
26847,94.5
26848,17.99
26849,262.35
26850,92.0
26851,11.0
26852,596.67
26853,2.0
26854,1.0
26855,61.02
26856,1.0
26857,8.04
26858,3.0
26859,2.0
26860,204.29
26861,17.45
26862,24.55
26863,128.57
26864,5.0
26865,1.98
26866,1.98
26867,3.87
26868,75.08
26869,109.0
26870,3.58
26871,14.78
26872,144.0
26873,1.59
26874,1.98
26875,2.39
26876,21.19
26877,24.4
26878,9.08
26879,264.32
26880,1.51
26881,115.0
26882,32.92
26883,242.33
26884,0.89
26885,16.15
26886,7.99
26887,0.79
26888,7.3
26889,20.16
26890,151.33
26891,48.0
26892,23.49
26893,94.0
26894,176.0
26895,2.19
26896,0.89
26897,1.0
26898,11.59
26899,14.95
26900,1.0
26901,7.22
26902,80.56
26903,27.3
26904,246.76
26905,100.95
26906,15.0
26907,5.47
26908,0.76
26909,20.0
26910,299.96
26911,60.96
26912,1.29
26913,18.92
26914,685.0
26915,7.63
26916,144.8
26917,7.58
26918,80.83
26919,1694.5
26920,67.4
26921,14.23
26922,19.99
26923,108.17
26924,26.91
26925,7.36
26926,51.1
26927,39.9
26928,15.35
26929,1.29
26930,1.98
26931,6.47
26932,50.0
26933,47.3
26934,22.85
26935,47.54
26936,10.4
26937,327.0
26938,59.0
26939,25.0
26940,1097.84
26941,1.29
26942,40.79
26943,1.0
26944,1.79
26945,13.31
26946,24.13
26947,7.7
26948,28.41
26949,9.99
26950,103.36
26951,13.74
26952,117.0
26953,0.89
26954,234.56
26955,95.92
26956,93.9
26957,389.27
26958,15.0
26959,10.0
26960,60.09
26961,15.0
26962,17.42
26963,125.9
26964,123.91
26965,10.62
26966,34.95
26967,4.54
26968,118.0
26969,14.09
26970,28.29
26971,70.0
26972,9.99
26973,4.26
26974,48.21
26975,12.2
26976,7.68
26977,1.0
26978,42.0
26979,9.79
26980,144.86
26981,5.99
26982,1.98
26983,14.95
26984,1.79
26985,49.99
26986,4.49
26987,37.06
26988,59.0
26989,9.82
26990,32.9
26991,193.0
26992,2.12
26993,29.74
26994,596.77
26995,22.76
26996,14.38
26997,74.95
26998,95.0
26999,0.76
27000,8.84
27001,18.45
27002,1.0
27003,5.99
27004,81.57
27005,10.0
27006,43.47
27007,9.4
27008,42.47
27009,107.5
27010,19.85
27011,7.49
27012,60.36
27013,1.0
27014,25.0
27015,37.92
27016,26.42
27017,1.29
27018,7.98
27019,1.79
27020,90.5
27021,125.74
27022,54.65
27023,0.77
27024,142.53
27025,1.0
27026,168.0
27027,276.45
27028,637.97
27029,333.38
27030,2.0
27031,41.96
27032,1.0
27033,39.99
27034,25.0
27035,165.93
27036,1.0
27037,24.94
27038,9.99
27039,2.12
27040,1.98
27041,10.0
27042,15.99
27043,3.93
27044,28.69
27045,0.76
27046,69.51
27047,159.0
27048,302.58
27049,71.95
27050,1.25
27051,79.71
27052,143.7
27053,204.0
27054,125.9
27055,1.98
27056,66.66
27057,0.77
27058,3.59
27059,1.29
27060,1.5
27061,711.0
27062,400.0
27063,48.95
27064,1.29
27065,2.0
27066,1.29
27067,0.99
27068,72.84
27069,1.0
27070,62.85
27071,24.95
27072,238.0
27073,29.45
27074,57.65
27075,26.89
27076,50.0
27077,5.36
27078,120.0
27079,36.0
27080,4.47
27081,0.12
27082,8.97
27083,80.0
27084,266.5
27085,1.98
27086,3.53
27087,94.05
27088,5.31
27089,203.84
27090,41.0
27091,29.99
27092,87.54
27093,7.95
27094,8.43
27095,45.39
27096,1.98
27097,120.32
27098,120.4
27099,61.9
27100,7.68
27101,26.12
27102,1.79
27103,10.0
27104,39.13
27105,25.15
27106,46.0
27107,22.04
27108,17.62
27109,285.7
27110,0.89
27111,2.99
27112,17.99
27113,5.0
27114,0.0
27115,111.0
27116,22.07
27117,134.95
27118,59.0
27119,26.76
27120,1.46
27121,55.85
27122,44.7
27123,0.01
27124,1.0
27125,1900.35
27126,255.6
27127,17.66
27128,0.31
27129,100.0
27130,4.0
27131,3.59
27132,0.76
27133,349.0
27134,1.0
27135,100.0
27136,2.0
27137,12.14
27138,29.3
27139,9.99
27140,0.76
27141,76.06
27142,4.57
27143,129.0
27144,14.23
27145,3.0
27146,1.29
27147,1.0
27148,14.39
27149,8.99
27150,27.0
27151,314.0
27152,150.0
27153,174.15
27154,130.0
27155,8.9
27156,1.98
27157,50.84
27158,3.09
27159,398.89
27160,12.86
27161,209.53
27162,15.99
27163,1.0
27164,14.95
27165,99.9
27166,0.89
27167,49.99
27168,0.0
27169,0.76
27170,135.9
27171,3.9
27172,1.23
27173,6.53
27174,10.9
27175,0.99
27176,1.0
27177,0.76
27178,50.0
27179,301.99
27180,35.95
27181,13.11
27182,1.78
27183,94.22
27184,12.9
27185,45.9
27186,23.46
27187,81.35
27188,0.0
27189,342.17
27190,2.95
27191,9.99
27192,35.0
27193,6.0
27194,1.98
27195,0.92
27196,55.0
27197,1.0
27198,0.0
27199,54.76
27200,7.82
27201,354.87
27202,1.98
27203,20.0
27204,184.85
27205,9.7
27206,162.0
27207,10.62
27208,25.0
27209,0.99
27210,35.96
27211,126.54
27212,213.06
27213,0.92
27214,8.0
27215,84.74
27216,173.59
27217,189.0
27218,30.85
27219,8.0
27220,5.68
27221,6.56
27222,1.79
27223,1.98
27224,44.99
27225,81.56
27226,159.0
27227,3.99
27228,135.0
27229,2.18
27230,9.99
27231,0.01
27232,30.54
27233,1.0
27234,764.47
27235,122.0
27236,1.0
27237,80.0
27238,14.95
27239,50.99
27240,24.99
27241,321.22
27242,223.0
27243,5.99
27244,2.3
27245,69.0
27246,20.0
27247,14.68
27248,9.1
27249,65.2
27250,64.36
27251,1.18
27252,29.99
27253,6.38
27254,2.12
27255,2.67
27256,94.1
27257,121.35
27258,100.0
27259,1.98
27260,3.79
27261,19.42
27262,1.0
27263,1.0
27264,0.99
27265,4.49
27266,167.79
27267,34.0
27268,395.0
27269,1.0
27270,31.0
27271,18.96
27272,14.9
27273,13.06
27274,18.43
27275,101.78
27276,11.98
27277,17.55
27278,94.0
27279,0.99
27280,31.99
27281,7.56
27282,1.79
27283,247.0
27284,1.79
27285,286.89
27286,403.23
27287,146.59
27288,1.0
27289,0.76
27290,73.86
27291,1.0
27292,9.99
27293,16.77
27294,1.0
27295,19.59
27296,185.0
27297,14.19
27298,16.37
27299,214.8
27300,4.57
27301,95.0
27302,105.47
27303,1.79
27304,282.88
27305,118.0
27306,68.44
27307,57.9
27308,4.99
27309,1.0
27310,1.0
27311,1.98
27312,1.0
27313,18.34
27314,10.0
27315,12.32
27316,39.29
27317,1.46
27318,585.2
27319,1.0
27320,16.1
27321,124.79
27322,162.37
27323,19.95
27324,7.86
27325,7.23
27326,3.0
27327,3.57
27328,1853.62
27329,11.5
27330,1.98
27331,860.0
27332,109.25
27333,149.0
27334,47.6
27335,8.13
27336,14.8
27337,56.4
27338,450.89
27339,63.88
27340,72.6
27341,8.05
27342,19.32
27343,98.21
27344,3.84
27345,1986.92
27346,0.99
27347,1.98
27348,79.95
27349,56.0
27350,1.52
27351,1099.0
27352,8.04
27353,92.69
27354,139.9
27355,33.29
27356,3.49
27357,12.29
27358,10.0
27359,100.0
27360,8.26
27361,33.08
27362,28.0
27363,50.79
27364,0.1
27365,11.27
27366,8.98
27367,39.58
27368,1.0
27369,132.85
27370,27.9
27371,34.48
27372,19.6
27373,28.0
27374,112.0
27375,40.0
27376,30.0
27377,300.0
27378,15.0
27379,90.0
27380,6950.51
27381,219.16
27382,49.99
27383,39.95
27384,15.0
27385,24.99
27386,11.99
27387,2.69
27388,11.99
27389,1.5
27390,38.85
27391,19.72
27392,20.0
27393,1.0
27394,1.78
27395,98.92
27396,0.01
27397,76.8
27398,59.9
27399,8.97
27400,10.59
27401,150.0
27402,23.5
27403,105.0
27404,176.0
27405,1.0
27406,3.11
27407,58.0
27408,0.89
27409,0.99
27410,10.05
27411,106.58
27412,5.0
27413,0.89
27414,10.0
27415,59.29
27416,533.86
27417,22.09
27418,5.38
27419,1.0
27420,40.0
27421,15.0
27422,37.0
27423,42.01
27424,429.24
27425,1.0
27426,3.58
27427,12.31
27428,78.0
27429,0.85
27430,9.99
27431,352.51
27432,199.9
27433,1.0
27434,0.75
27435,49.45
27436,6.51
27437,29.59
27438,19.89
27439,11.5
27440,1.0
27441,115.0
27442,4.49
27443,3.69
27444,22.99
27445,50.0
27446,132.68
27447,510.4
27448,0.89
27449,15.95
27450,5.0
27451,79.51
27452,19.95
27453,3.99
27454,1.0
27455,3.61
27456,58.97
27457,11.5
27458,8.27
27459,44.88
27460,71.5
27461,287.45
27462,146.0
27463,64.75
27464,300.0
27465,185.28
27466,9.95
27467,48.18
27468,13.72
27469,15.0
27470,15.0
27471,11.85
27472,470.68
27473,7.65
27474,1.0
27475,64.95
27476,20.0
27477,37.0
27478,158.66
27479,3.12
27480,4.99
27481,5.95
27482,37.95
27483,21.2
27484,239.4
27485,8.99
27486,15.95
27487,104.02
27488,138.46
27489,1.0
27490,89.0
27491,7.3
27492,6.99
27493,2.26
27494,12.99
27495,0.0
27496,2.69
27497,41.99
27498,2.69
27499,1.0
27500,21.48
27501,74.95
27502,1.98
27503,8.91
27504,21.94
27505,119.14
27506,4.0
27507,3.7
27508,0.77
27509,5.99
27510,9.99
27511,18.9
27512,15.0
27513,174.73
27514,9.99
27515,9.99
27516,1.0
27517,20.0
27518,1.79
27519,18.92
27520,608.02
27521,34.84
27522,11.5
27523,135.0
27524,24.0
27525,179.7
27526,49.99
27527,294.0
27528,51.5
27529,53.0
27530,41.0
27531,8.99
27532,1464.94
27533,33.27
27534,71.79
27535,64.32
27536,4.31
27537,0.76
27538,1.29
27539,7.95
27540,75.93
27541,15.0
27542,40.0
27543,1.79
27544,355.56
27545,9.99
27546,2.99
27547,55.93
27548,12.49
27549,60.0
27550,9.99
27551,44.27
27552,19.95
27553,15.65
27554,1.0
27555,33.35
27556,99.0
27557,12.95
27558,43.02
27559,113.46
27560,1.78
27561,25.0
27562,1.0
27563,25.98
27564,32.4
27565,31.96
27566,138.0
27567,56.0
27568,106.83
27569,5.44
27570,21.74
27571,45.0
27572,110.0
27573,31.17
27574,8.28
27575,26.49
27576,36.6
27577,16.27
27578,0.0
27579,16.44
27580,16.0
27581,64.99
27582,110.0
27583,45.95
27584,79.0
27585,1.98
27586,247.64
27587,7.13
27588,123.0
27589,801.82
27590,15.0
27591,1.4
27592,1.29
27593,31.0
27594,47.76
27595,0.79
27596,19.99
27597,2.24
27598,45.0
27599,5.3
27600,17.09
27601,10.95
27602,163.63
27603,86.95
27604,220.37
27605,38.6
27606,38.69
27607,10.0
27608,20.96
27609,32.46
27610,8.99
27611,5.0
27612,154.99
27613,3.99
27614,10.0
27615,45.0
27616,500.0
27617,2.0
27618,17.97
27619,19.0
27620,21.2
27621,1.54
27622,1.0
27623,99.0
27624,15.95
27625,1.0
27626,32.0
27627,1.98
27628,2.12
27629,1.98
27630,15.21
27631,35.91
27632,1.0
27633,58.73
27634,1.0
27635,20.9
27636,1.0
27637,59.24
27638,10.73
27639,1.29
27640,4.95
27641,34.0
27642,0.76
27643,60.0
27644,3.99
27645,300.0
27646,1.98
27647,73.52
27648,477.88
27649,477.84
27650,0.89
27651,74.9
27652,2.0
27653,300.0
27654,86.34
27655,60.0
27656,1.98
27657,15.0
27658,1.29
27659,241.0
27660,46.18
27661,10.0
27662,46.98
27663,76.33
27664,395.0
27665,18.04
27666,4.49
27667,71.5
27668,141.88
27669,1398.28
27670,76.61
27671,22.19
27672,12.1
27673,25.0
27674,19.99
27675,15.06
27676,194.35
27677,43.21
27678,152.65
27679,50.6
27680,43.68
27681,9.99
27682,39.95
27683,6.51
27684,517.53
27685,61.81
27686,1.0
27687,0.89
27688,2.12
27689,329.0
27690,36.0
27691,52.13
27692,0.0
27693,147.57
27694,1.0
27695,0.99
27696,7.07
27697,52.5
27698,3.57
27699,1.0
27700,31.46
27701,132.0
27702,7.68
27703,65.0
27704,95.49
27705,6.61
27706,7.67
27707,39.95
27708,21.0
27709,1.0
27710,87.97
27711,31.17
27712,500.0
27713,12.36
27714,14.99
27715,33.12
27716,18.4
27717,59.96
27718,1.29
27719,81.58
27720,150.0
27721,30.9
27722,15.17
27723,29.9
27724,5.37
27725,1.98
27726,31.0
27727,4.86
27728,577.46
27729,4.0
27730,667.44
27731,1.98
27732,49.99
27733,0.76
27734,27.24
27735,13.86
27736,20.0
27737,4.95
27738,45.0
27739,450.0
27740,0.99
27741,12.99
27742,9.99
27743,84.0
27744,26.99
27745,27.83
27746,6.91
27747,10.0
27748,26.15
27749,90.59
27750,14.9
27751,42.46
27752,151.72
27753,5.45
27754,3.85
27755,4.49
27756,0.12
27757,1.0
27758,11.85
27759,17.99
27760,88.5
27761,2.85
27762,42.25
27763,4.54
27764,77.15
27765,1.79
27766,6.06
27767,523.0
27768,58.12
27769,1.29
27770,0.77
27771,19.99
27772,196.0
27773,0.89
27774,42.81
27775,29.95
27776,439.43
27777,28.33
27778,1.0
27779,35.94
27780,50.84
27781,23.0
27782,4.0
27783,15.0
27784,10.12
27785,54.0
27786,254.5
27787,90.0
27788,9.88
27789,1040.0
27790,7.6
27791,12.31
27792,163.8
27793,0.0
27794,18.54
27795,31.88
27796,34.0
27797,15.0
27798,23.09
27799,4.49
27800,0.01
27801,11.03
27802,4.71
27803,907.59
27804,15.17
27805,1229.54
27806,27.53
27807,713.0
27808,26.59
27809,17.46
27810,285.7
27811,17.84
27812,316.24
27813,44.23
27814,272.65
27815,4.33
27816,154.0
27817,12.5
27818,11.5
27819,8.73
27820,11.27
27821,3.57
27822,139.9
27823,88.71
27824,3.36
27825,5.45
27826,55.0
27827,7.69
27828,106.5
27829,249.0
27830,38.25
27831,64.79
27832,89.99
27833,723.86
27834,38.0
27835,160.0
27836,0.89
27837,195.4
27838,47.95
27839,1.0
27840,19.95
27841,4.51
27842,1.0
27843,11.5
27844,1.29
27845,1.49
27846,348.12
27847,24.9
27848,517.9
27849,73.5
27850,23.78
27851,50.0
27852,12.36
27853,2.0
27854,12.99
27855,114.4
27856,0.76
27857,37.95
27858,289.14
27859,87.2
27860,120.0
27861,34.33
27862,45.0
27863,13.56
27864,33.03
27865,74.99
27866,21.97
27867,1.0
27868,5.0
27869,94.85
27870,31.49
27871,191.91
27872,36.59
27873,1.0
27874,1.52
27875,1.79
27876,57.95
27877,9.99
27878,146.0
27879,104.45
27880,10.0
27881,9.99
27882,18.99
27883,9.99
27884,1.0
27885,30.23
27886,189.0
27887,11.85
27888,10.03
27889,64.99
27890,5.0
27891,0.76
27892,0.0
27893,15.0
27894,1.29
27895,9.19
27896,265.8
27897,14.0
27898,114.0
27899,144.96
27900,28.35
27901,275.16
27902,14.27
27903,57.2
27904,114.2
27905,1.0
27906,7.9
27907,1.79
27908,2.99
27909,15.95
27910,13.99
27911,4.99
27912,19.27
27913,64.99
27914,1.0
27915,83.51
27916,4.49
27917,116.71
27918,1.68
27919,158.0
27920,37.87
27921,7.68
27922,2.69
27923,137.95
27924,98.63
27925,9.99
27926,9.99
27927,19.48
27928,64.99
27929,47.0
27930,1.0
27931,1.98
27932,8.92
27933,69.36
27934,5.74
27935,9.45
27936,400.0
27937,0.01
27938,12.31
27939,281.61
27940,15.95
27941,291.48
27942,3.28
27943,36.49
27944,1.46
27945,4.4
27946,134.05
27947,6.06
27948,154.68
27949,10.4
27950,1.0
27951,6.51
27952,12.32
27953,39.95
27954,143.4
27955,1.29
27956,28.56
27957,28.75
27958,0.12
27959,16.18
27960,76.0
27961,56.0
27962,59.0
27963,59.48
27964,1.0
27965,11.64
27966,17.0
27967,50.25
27968,9.99
27969,214.71
27970,45.0
27971,19.5
27972,14.95
27973,16.66
27974,2.28
27975,118.13
27976,0.0
27977,44.74
27978,299.98
27979,89.99
27980,0.89
27981,74.35
27982,184.8
27983,1.0
27984,17.99
27985,129.96
27986,36.0
27987,58.16
27988,200.0
27989,100.0
27990,57.77
27991,0.01
27992,7.95
27993,2.99
27994,21.94
27995,18.75
27996,2.69
27997,23.2
27998,8.99
27999,186.0
28000,89.99
28001,42.81
28002,20.0
28003,45.62
28004,24.67
28005,113.47
28006,1.98
28007,1.0
28008,23.08
28009,1.0
28010,8.03
28011,30.0
28012,13.04
28013,44.18
28014,1.0
28015,68.46
28016,17.99
28017,1.29
28018,0.22
28019,1.0
28020,1494.74
28021,189.64
28022,7.61
28023,60.98
28024,1.98
28025,2.97
28026,46.85
28027,6.0
28028,8.99
28029,12.0
28030,2.0
28031,8.99
28032,342.64
28033,1.79
28034,40.0
28035,23.16
28036,84.73
28037,2.0
28038,14.88
28039,29.95
28040,510.0
28041,2.69
28042,39.68
28043,56.0
28044,7.58
28045,129.0
28046,238.6
28047,7.5
28048,1.79
28049,1.3
28050,140.0
28051,309.0
28052,155.56
28053,108.76
28054,133.65
28055,39.9
28056,1.0
28057,177.95
28058,7.58
28059,9.21
28060,4.0
28061,4.99
28062,9.88
28063,1.0
28064,64.99
28065,23.65
28066,40.85
28067,78.32
28068,1.29
28069,16.95
28070,69.5
28071,0.0
28072,150.0
28073,1.5
28074,36.99
28075,1.0
28076,1474.46
28077,5.53
28078,10.0
28079,106.44
28080,12.1
28081,14.38
28082,105.75
28083,1.0
28084,62.0
28085,9.99
28086,896.12
28087,1.0
28088,0.89
28089,24.27
28090,29.0
28091,119.95
28092,245.22
28093,5.74
28094,7.7
28095,2.67
28096,79.0
28097,143.92
28098,500.0
28099,4.8
28100,49.99
28101,57.05
28102,91.6
28103,2.61
28104,38.4
28105,2.12
28106,15.95
28107,76.15
28108,57.28
28109,1555.09
28110,333.77
28111,1.0
28112,260.96
28113,52.0
28114,11.57
28115,1.0
28116,29.99
28117,9.83
28118,0.89
28119,17.99
28120,77.84
28121,16.0
28122,60.52
28123,12.16
28124,25.5
28125,24.0
28126,2.64
28127,10.65
28128,4.79
28129,427.25
28130,15.13
28131,7.14
28132,1.0
28133,57.95
28134,25.0
28135,3.58
28136,4.49
28137,76.0
28138,0.89
28139,8.4
28140,58.0
28141,0.89
28142,38.7
28143,29.0
28144,99.8
28145,69.32
28146,299.0
28147,0.76
28148,16.99
28149,89.4
28150,9.99
28151,109.78
28152,17.95
28153,87.48
28154,0.89
28155,1039.89
28156,9.99
28157,5.88
28158,59.35
28159,57.5
28160,11.5
28161,383.12
28162,36.6
28163,150.0
28164,50.23
28165,1.0
28166,25.28
28167,29.9
28168,325.56
28169,97.0
28170,0.89
28171,101.45
28172,15.17
28173,11.4
28174,20.78
28175,29.99
28176,1.51
28177,90.93
28178,8.75
28179,15.0
28180,0.76
28181,44.0
28182,110.0
28183,357.0
28184,9.99
28185,1.0
28186,27.81
28187,11.5
28188,1.29
28189,222.59
28190,20.4
28191,207.0
28192,8.02
28193,40.0
28194,5.49
28195,15.37
28196,31.24
28197,1.0
28198,0.99
28199,20.82
28200,93.1
28201,84.87
28202,0.89
28203,173.7
28204,49.25
28205,19.95
28206,180.0
28207,15.7
28208,830.22
28209,65.0
28210,11.5
28211,1.0
28212,22.55
28213,9.62
28214,95.0
28215,10.0
28216,21.13
28217,140.06
28218,0.92
28219,5.7
28220,5.0
28221,28.84
28222,60.0
28223,39.9
28224,250.7
28225,1.98
28226,94.5
28227,85.5
28228,4.49
28229,585.4
28230,7.68
28231,37.99
28232,85.0
28233,15.0
28234,85.82
28235,1.0
28236,10.0
28237,280.0
28238,1.0
28239,4.7
28240,0.99
28241,35.0
28242,33.78
28243,5.9
28244,2.69
28245,9.1
28246,34.9
28247,1.78
28248,158.95
28249,7.57
28250,148.0
28251,8.8
28252,31.9
28253,17.5
28254,24.75
28255,62.91
28256,4.94
28257,36.0
28258,327.62
28259,1.0
28260,150.0
28261,23.59
28262,1.29
28263,102.99
28264,131.0
28265,1.0
28266,430.46
28267,9.95
28268,3.69
28269,9.13
28270,276.7
28271,1.98
28272,300.0
28273,1.0
28274,94.8
28275,4.95
28276,2.12
28277,280.0
28278,435.7
28279,0.01
28280,9.99
28281,602.34
28282,0.89
28283,1.0
28284,15.0
28285,75.0
28286,9.99
28287,9.99
28288,1.0
28289,6.99
28290,6.69
28291,31.9
28292,30.0
28293,25.0
28294,269.0
28295,62.0
28296,23.08
28297,41.97
28298,1.0
28299,10.81
28300,292.81
28301,1.98
28302,294.74
28303,1.0
28304,120.4
28305,165.0
28306,0.76
28307,1.79
28308,85.0
28309,9.99
28310,200.0
28311,349.7
28312,36.4
28313,1205.0
28314,11.5
28315,37.69
28316,1.77
28317,5.0
28318,5.69
28319,11.1
28320,1515.8
28321,153.0
28322,23.95
28323,6.08
28324,79.78
28325,17.18
28326,1099.0
28327,645.0
28328,12.31
28329,74.5
28330,15.0
28331,0.89
28332,4.49
28333,1.98
28334,129.0
28335,44.9
28336,19.25
28337,17.99
28338,1.0
28339,16.49
28340,3.57
28341,30.27
28342,1.29
28343,20.53
28344,128.25
28345,15.0
28346,11.64
28347,23.66
28348,4.49
28349,12.0
28350,12.14
28351,0.76
28352,15.13
28353,199.8
28354,299.96
28355,174.0
28356,9.81
28357,20.9
28358,160.0
28359,10.62
28360,8.42
28361,182.97
28362,9.72
28363,25.0
28364,6.0
28365,7.99
28366,64.9
28367,10.0
28368,16.49
28369,81.59
28370,1.9
28371,41.99
28372,1.0
28373,59.99
28374,250.0
28375,115.54
28376,9.99
28377,45.0
28378,50.0
28379,43.0
28380,24.95
28381,14.96
28382,0.99
28383,47.0
28384,1.0
28385,5.96
28386,20.0
28387,208.05
28388,187.88
28389,209.0
28390,522.12
28391,6.95
28392,2.28
28393,2.67
28394,933.2
28395,67.65
28396,9.99
28397,1.0
28398,32.0
28399,149.62
28400,95.0
28401,28.74
28402,53.54
28403,0.99
28404,1.0
28405,22.32
28406,2716.0
28407,94.99
28408,4.64
28409,407.29
28410,92.99
28411,79.95
28412,19.99
28413,150.27
28414,9.99
28415,1.29
28416,2.67
28417,50.0
28418,59.9
28419,51.8
28420,75.0
28421,217.0
28422,26.59
28423,4.49
28424,26.07
28425,1.0
28426,1.0
28427,9.47
28428,2.39
28429,39.0
28430,9.99
28431,3.57
28432,45.9
28433,38.52
28434,410.0
28435,12.99
28436,9.99
28437,1.0
28438,45.23
28439,76.94
28440,49.67
28441,9.99
